id_cliente,identificacion,nombre,apellido,genero,fecha_nacimiento,correo,telefono,id_programa,fecha_afiliacion,tipo_cliente
3045,375056067,Ariadna,Hurtado Montaño,F,1998-01-02,hermelinda47@example.org,700-489-9744,1,2025-02-19,Frecuente
3046,712884419,Daniel,del Río Montalvo,N,1978-05-23,cfernandez@example.org,485.083.7432x006,1,2023-02-16,Frecuente
3047,721316653,Victoria,Acuña Urbina,M,1969-09-22,abelardorenteria@example.com,667.585.9877,3,2024-08-08,Ocasional
3048,015201789,Aurelio,Mateo Rocha,M,1969-11-04,espartacogonzales@example.com,837.902.3894,2,2022-04-01,Frecuente
3049,212490036,Zeferino,Badillo Mena,M,1987-11-27,uvillegas@example.com,(761)927-8120x79624,2,2022-11-05,VIP
3050,397724105,Paola,Aranda Velasco,F,1967-11-18,cristobal24@example.net,756-173-7201,4,2022-10-06,VIP
3051,703325094,Martín,Altamirano Barela,M,1971-07-30,ramirezines@example.net,1-567-747-3510,4,2023-06-08,Frecuente
3052,376057275,Lourdes,Rendón Madrigal,M,2000-07-27,francisca99@example.net,1-071-677-8803x0249,4,2022-04-16,Frecuente
3053,254124605,Celia,Gaona Abreu,M,1988-06-28,valenciaernesto@example.org,(187)155-0393,,,Ocasional
3054,265907406,Anabel,Godínez Saucedo,N,1998-03-27,espinaljose-eduardo@example.com,1-137-312-9504,2,2025-03-30,Ocasional
3055,497058483,Pedro,Serrato Trejo,M,1976-12-05,toromodesto@example.net,997.322.9278,,,Ocasional
3056,209158089,Alfonso,Villanueva Collazo,F,1973-09-08,wilfridovelasco@example.net,391-062-0467x863,2,2023-11-29,Ocasional
3057,862475188,Alfredo,Garibay Torres,N,1955-06-11,ontiverosricardo@example.org,1-486-707-6986x4449,1,2024-07-24,Frecuente
3058,187689730,Andrea,Casares Trejo,N,1961-11-05,ariadna01@example.com,272-557-3018,4,2024-11-27,Ocasional
3059,355456744,Amalia,Sotelo Saldaña,N,1964-01-07,ivansantacruz@example.com,(302)272-7521,4,2023-06-05,VIP
3060,133249977,Jaime,de la Garza Ruiz,F,1962-06-11,fabiolabarrientos@example.org,1-434-166-3826x77597,,,Frecuente
3061,582094013,César,Rivero Quintana,M,1956-04-18,pcarmona@example.net,460-534-6574x0968,1,2022-11-18,Frecuente
3062,828151441,Esther,Huerta Tejeda,M,1952-01-23,gyanez@example.com,06462929177,,,Ocasional
3063,691705471,Elisa,Ordóñez Almaraz,F,1967-06-28,fabiola90@example.net,01000778318,1,2025-04-26,VIP
3064,121392678,Cristina,Paredes Figueroa,N,1985-01-15,ehenriquez@example.net,(703)225-0819x3392,,,Frecuente
3065,877477791,Cynthia,Roldán Holguín,F,1968-09-20,jose-eduardo45@example.net,(472)787-9244,,,VIP
3066,509330497,Marcela,Rico Benítez,F,1956-07-29,bmarrero@example.com,867-994-2061x376,4,2025-10-24,Ocasional
3067,421629006,Sandra,Tapia de Jesús,M,1970-09-21,maria-cristinanunez@example.org,(259)308-7879x0912,3,2025-05-08,Ocasional
3068,154188248,Mónica,Bermúdez del Valle,M,1973-10-10,cuellarleticia@example.org,1-815-671-0262,4,2025-09-28,VIP
3069,865116774,David,Meléndez Canales,F,1954-06-13,elisamateo@example.com,844-372-8284,3,2022-11-30,Ocasional
3070,226787339,Alicia,Camacho de la Fuente,M,2004-02-23,cesar00@example.com,209.182.8124,,,Frecuente
3071,007023935,Mauricio,Osorio Peralta,N,1992-10-25,grobledo@example.org,+31(7)2940993751,3,2024-04-08,Ocasional
3072,443439897,Ernesto,Ruiz Pelayo,M,1977-02-27,olga14@example.net,196-799-1845x19208,3,2022-01-25,Ocasional
3073,231192378,Georgina,Polanco Montez,F,1975-09-28,nellymiramontes@example.org,1-405-684-5934x0107,3,2024-03-28,Ocasional
3074,005190081,José,Delgado Ulibarri,N,2000-04-16,nzuniga@example.com,(257)502-2593,3,2024-03-30,VIP
3075,536524247,Caridad,Cortez Escalante,M,1978-10-13,xde-la-garza@example.com,(955)030-7958,3,2022-07-06,Frecuente
3076,003950923,César,Menéndez Heredia,F,1960-01-27,crodarte@example.org,967.783.9075,3,2022-03-18,Frecuente
3077,168176063,Ariadna,Palomo Ferrer,F,1950-03-26,pachecoluis@example.org,794-099-0737x229,,,Ocasional
3078,076035587,Bruno,Sanabria Orellana,N,1965-07-05,oscar03@example.com,04544029195,4,2022-08-16,Ocasional
3079,439281067,Juana,Mercado Almaraz,M,1961-08-25,octavio48@example.com,04922835602,2,2025-11-22,Frecuente
3080,353828715,Celia,Villaseñor González,M,1987-07-16,andrea17@example.com,636-938-0584x6070,1,2022-05-10,Frecuente
3081,092959312,Virginia,Irizarry Girón,M,1965-07-10,yuridia17@example.com,317.261.0845x6314,3,2023-12-18,VIP
3082,023534061,Marisela,Villareal Osorio,M,1956-09-07,duartelucia@example.com,+88(9)9755853799,,,Ocasional
3083,117361699,Yeni,Romero Tijerina,F,1965-12-31,polancolourdes@example.net,096-511-9888x74473,3,2023-06-13,VIP
3084,030941139,Dolores,Botello Roldán,F,2003-06-20,wsaucedo@example.com,(574)770-6085,4,2024-02-02,Ocasional
3085,229021263,Ivonne,Urías Sarabia,M,1971-12-10,hugotoledo@example.com,(432)754-1156x527,,,Ocasional
3086,283564331,María Elena,Ávalos Bravo,F,1973-05-29,juan-carlos26@example.com,981.805.2792x0085,4,2025-02-17,Frecuente
3087,798318674,Florencia,Otero Granados,M,1980-04-30,pichardogerman@example.net,(066)493-2375x583,,,VIP
3088,070859639,Noelia,Soliz Ferrer,M,1984-09-12,esperanzaburgos@example.com,1-325-485-9282x0666,1,2023-03-14,Frecuente
3089,777632534,Inés,Franco Holguín,M,1957-02-16,srangel@example.org,+90(0)2810003266,3,2025-05-29,VIP
3090,878228957,Lucas,Bustamante Robledo,M,1997-10-13,saucedanayeli@example.com,499-162-7765,3,2024-05-03,Ocasional
3091,368005434,Abelardo,Cordero Lucero,M,1984-07-03,joaquinbanuelos@example.org,291-535-3759,2,2023-11-22,Frecuente
3092,491872792,Cristina,Rosales Beltrán,F,1953-12-26,vortega@example.com,06242933801,2,2025-04-27,Frecuente
3093,276873314,Yolanda,Arriaga Rojo,N,1963-03-31,carrillomarcela@example.com,(460)834-8649,2,2025-04-13,Frecuente
3094,297643237,Camilo,Saavedra Mejía,N,1951-05-02,resendezpascual@example.org,02331534976,4,2024-10-29,Ocasional
3095,835488916,Débora,Candelaria Saiz,N,1986-12-26,angelica03@example.com,141.648.6689,,,Frecuente
3096,288417306,Rafaél,Escobar Espinal,N,2002-09-11,pespinoza@example.org,1-860-284-9635x550,,,Frecuente
3097,226451523,Ángel,Cisneros Barraza,N,1960-06-06,iglesiaszoe@example.net,1-952-535-9530x19654,1,2025-02-13,Ocasional
3098,116716381,Rebeca,Saavedra Baeza,N,1996-04-22,sofia44@example.com,(991)452-1020x38870,2,2024-06-24,Frecuente
3099,965036015,Susana,Razo Beltrán,N,2000-09-22,teresaportillo@example.org,(212)100-4687,4,2023-09-19,Frecuente
3100,763434723,Sandra,Rodríguez Moreno,N,1969-07-13,ariadnaarevalo@example.org,486-542-5568x6222,3,2024-07-28,Ocasional
3101,018761071,Serafín,Baca Medina,N,1962-04-27,gloria17@example.org,+56(7)3929369070,,,VIP
3102,995799649,Juan,Heredia Sevilla,N,1979-09-13,tcollado@example.org,1-838-951-7520,,,VIP
3103,964121035,Hernán,Rivera Rosas,M,1970-11-25,arenashilda@example.net,1-076-273-2553,1,2025-03-09,Ocasional
3104,968973866,Patricio,Cotto Rincón,F,1952-12-26,esmeralda83@example.org,1-622-506-3483x73230,3,2023-12-29,VIP
3105,533210297,Angélica,Hurtado Partida,F,1965-12-13,luz75@example.org,809.541.8520,,,Ocasional
3106,515664266,Eric,Viera Saldaña,N,1971-02-23,armascarla@example.net,+44(3)3050980993,,,Frecuente
3107,422000979,Florencia,Arguello Venegas,F,1992-10-17,dalmonte@example.net,768-486-5584x2252,3,2025-08-22,Ocasional
3108,834034847,Marisol,Quiñónez Orellana,N,1983-10-10,mayte55@example.net,(442)927-7501x932,4,2022-04-15,Frecuente
3109,204284716,Jorge Luis,Cedillo Pantoja,F,1960-06-16,nmarrero@example.com,221-660-9523,3,2022-02-10,Ocasional
3110,390645156,Nancy,Canales Laureano,F,1961-01-18,sbenitez@example.com,(035)777-9312,4,2022-04-29,Frecuente
3111,080789584,Flavio,Arteaga Longoria,M,1983-06-20,noemiolivera@example.net,1-623-175-5337,3,2025-10-07,VIP
3112,752090449,Elvira,Luevano Rosas,F,1954-07-09,npreciado@example.org,1-658-582-7654x69915,1,2025-08-03,Ocasional
3113,137913861,Zoé,Urrutia Vargas,F,2006-06-22,ogaona@example.org,378-581-4429x83687,4,2025-02-21,VIP
3114,870302056,Lucas,Carrero Alonso,M,2003-05-04,bmarroquin@example.com,115-551-0749x818,4,2025-07-29,Frecuente
3115,668181782,Nicolás,Padilla Zelaya,M,1999-05-23,fcano@example.com,(890)171-8729x7012,4,2022-06-03,Ocasional
3116,984938088,Linda,Sarabia Gallardo,F,1950-11-23,moyaleticia@example.org,420-605-1169x76905,,,Frecuente
3117,704005170,Gabriela,Gurule Merino,N,1958-09-22,leticiaurena@example.org,194.719.0232x71073,,,Ocasional
3118,062998831,Carmen,Molina Razo,M,1963-02-20,sofia21@example.org,034.899.0564,3,2025-10-03,Ocasional
3119,316022259,Emilia,Bonilla Quintero,M,1987-03-20,arceliabaez@example.net,463-118-6701x98783,4,2024-01-28,Ocasional
3120,529122966,Jerónimo,Almonte Maya,N,1999-01-01,gustavo59@example.org,08131254709,4,2025-06-04,Frecuente
3121,275849886,Roberto,Sanabria Espinoza,F,2000-12-03,benjamin35@example.net,+54(0)7647186294,1,2023-01-05,Ocasional
3122,927889766,Elisa,Paredes Ulibarri,M,1991-07-13,espinalaugusto@example.com,1-394-807-2078,3,2024-07-19,Ocasional
3123,852608824,Fidel,Montenegro Sisneros,F,1960-04-10,isaac84@example.org,(227)760-2180,,,Ocasional
3124,689099500,Luisa,Puente Rubio,M,1995-07-18,israeldiaz@example.com,1-344-451-9067x7421,1,2022-03-06,Frecuente
3125,578756740,Abraham,Valdés Espinosa,M,1953-12-11,pelayoemilio@example.net,437-108-4257,3,2023-07-22,Frecuente
3126,623878141,Javier,Jimínez Escalante,N,1955-10-08,maria-luisagriego@example.com,1-497-248-6898,,,Ocasional
3127,080276137,Uriel,Esquibel de Jesús,N,1961-11-29,isabelagarcia@example.com,+22(7)7469033847,1,2023-09-07,VIP
3128,818005576,Blanca,Gaona Romero,F,1987-10-20,mojicaoliver@example.com,(752)221-2004x02342,,,Frecuente
3129,344153979,Amanda,Escobedo Gastélum,N,1967-01-14,jgaitan@example.com,350.021.5638,,,VIP
3130,535009248,Elvia,Padrón Ocasio,N,1956-06-21,rvalles@example.net,1-658-694-9199,,,Ocasional
3131,729400186,Mauro,Torres Mayorga,M,1990-10-14,garaytrinidad@example.com,(553)296-7737,2,2023-03-03,Ocasional
3132,351966500,Ignacio,Verdugo Marrero,F,1988-09-20,patriciafuentes@example.org,886-166-6334x2809,2,2025-04-18,Ocasional
3133,468950550,Ariadna,Calderón Mojica,N,1954-03-20,bruno68@example.org,(977)054-9114,,,Frecuente
3134,706798566,Alonso,Porras Nieto,M,1972-08-02,miguel65@example.org,(674)907-5351,4,2024-08-17,VIP
3135,474713230,Elvira,Serna Guzmán,F,1950-09-06,josefina62@example.net,1-349-565-1582,2,2024-10-11,VIP
3136,820491878,Cristal,Gallardo Ávila,F,1966-02-20,micaela60@example.com,1-676-561-2498x3344,4,2024-12-05,Ocasional
3137,664258623,Beatriz,Marrero Olivas,F,1976-02-17,yvenegas@example.net,389.252.9149x37352,,,Frecuente
3138,669455996,Sara,Arreola Solano,M,1963-01-22,arturoblanco@example.net,867-447-8687x320,2,2023-01-22,VIP
3139,792069267,María José,Barajas Tapia,F,1972-08-02,calderonkarina@example.net,418-269-7187,,,Ocasional
3140,242837928,Ana Luisa,Carrera Montalvo,F,1969-05-09,reinavaladez@example.net,1-405-419-1999x498,,,VIP
3141,777200025,Tania,Matos Casas,F,1989-07-15,rosalesgraciela@example.org,142-274-0451x228,2,2022-03-22,Frecuente
3142,483365653,Isaac,Sánchez Valles,N,1950-07-30,violetarincon@example.org,(103)574-3189x1004,,,Ocasional
3143,604550829,Verónica,Verduzco Duarte,F,1979-07-25,karla01@example.org,(549)972-6315x0810,,,Frecuente
3144,568135799,Perla,Puga Quesada,M,1975-01-08,raviles@example.net,957-903-5406,,,Ocasional
3145,594077035,Genaro,Cornejo Suárez,F,2001-08-13,estelamurillo@example.net,488-769-1864x8412,4,2023-12-19,VIP
3146,087591068,Ariadna,Córdova Granados,M,1986-05-28,rebeca60@example.com,370.627.2352x6436,4,2024-08-21,VIP
3147,055878100,Augusto,Carranza Guillen,F,1972-11-25,tbaeza@example.com,162.984.7548x700,,,Frecuente
3148,942130542,Rebeca,Posada Herrera,M,1970-06-19,rcarvajal@example.com,1-948-385-6016x6858,2,2024-02-26,VIP
3149,896313966,Liliana,Rentería Quiñónez,N,1971-06-30,esther24@example.net,1-539-303-6199x932,1,2025-01-08,VIP
3150,439093004,José María,Alonzo Gutiérrez,N,1955-11-03,ocarrasco@example.com,742.368.3780x37171,,,Ocasional
3151,870675539,Paulina,Prieto Medina,F,1960-02-14,reyesgloria@example.com,02046545656,1,2025-02-07,Frecuente
3152,043024726,Julio,García Olmos,M,1980-06-12,julio-cesaresquivel@example.net,(139)222-3042x1037,4,2022-07-19,VIP
3153,999610811,Rosario,Vásquez Ulloa,N,2006-01-29,alta-graciamadrid@example.net,(793)701-2335x7937,,,Ocasional
3154,240602195,Sonia,Rodríguez Montenegro,F,2004-01-06,blancodiego@example.net,992-920-1337,4,2023-04-11,Ocasional
3155,493979960,Adela,Lira Mayorga,N,1977-08-20,tjaramillo@example.org,(850)749-1139x28236,2,2023-11-23,Frecuente
3156,620422099,Ricardo,Pichardo Marrero,N,1995-12-25,patriciocordero@example.com,(313)800-3383x3673,,,Ocasional
3157,737132878,Leticia,Barrios Luna,M,1995-09-17,limonmodesto@example.net,(194)561-5818x110,,,Frecuente
3158,002323378,Leonel,Zarate Lomeli,M,1968-12-08,ricardoenriquez@example.org,197.895.8932,,,Ocasional
3159,230891162,Alma,Barela Arellano,M,1968-07-16,aguilarmauricio@example.org,227.478.3019,,,Ocasional
3160,476571287,Horacio,Jaramillo Castañeda,M,1963-08-16,saucedoomar@example.org,(442)537-4249,1,2024-11-23,VIP
3161,595604582,Helena,Caballero Saldivar,N,1955-09-03,paulina47@example.net,023.928.3109x157,,,VIP
3162,666988007,Ángela,Zambrano Cabán,N,1963-10-01,loyatomas@example.org,979.234.1024x25059,1,2025-01-22,Ocasional
3163,127969515,Julio,Figueroa Caraballo,F,1995-05-08,ocampocristina@example.com,(441)877-6896x1768,4,2024-09-22,Ocasional
3164,684044024,Marcela,Escobar Valladares,F,1964-03-21,ucastillo@example.org,(297)581-0141,4,2023-07-11,Ocasional
3165,507717010,Amanda,Anaya Soto,F,1983-06-07,jaimevillarreal@example.net,(306)511-7682,2,2025-08-04,Frecuente
3166,250335788,Irma,Casanova Maya,M,2004-06-09,nataliaserrano@example.org,+49(6)0546905084,4,2024-01-02,Ocasional
3167,736710228,Trinidad,Villa Mesa,F,1974-11-14,roldanadela@example.com,047-308-7887,2,2025-08-28,Frecuente
3168,791260604,Isabel,Castro Olvera,N,1983-11-23,cynthiade-jesus@example.net,441-333-5802x1037,3,2023-09-19,Frecuente
3169,635255693,Mateo,Alejandro Amaya,M,1954-05-30,eveliogallegos@example.com,(235)062-7415x7088,1,2023-06-10,Frecuente
3170,891268943,Eloy,de la Fuente Sarabia,F,1996-09-28,qaranda@example.org,143-543-4918x924,2,2025-04-17,Frecuente
3171,790624825,Javier,Mascareñas Regalado,F,1997-11-22,uriel64@example.net,330.403.0581,,,Ocasional
3172,375437451,Mónica,Casanova Murillo,N,1969-03-01,eugenio50@example.com,925-809-9491,1,2025-07-25,Ocasional
3173,056996049,Rebeca,Heredia Grijalva,N,1953-02-22,pestevez@example.org,02938655685,4,2023-05-29,Frecuente
3174,220743306,Víctor,Bahena Cortez,N,1967-11-25,abriltapia@example.org,384.792.7951,,,Frecuente
3175,928207794,Eric,Enríquez Lemus,F,2005-11-02,emelgar@example.net,1-591-461-2014,1,2024-10-23,Ocasional
3176,937018803,Alfredo,Rendón Villalpando,N,1978-09-12,gerardoalmanza@example.org,1-716-010-8317x349,2,2022-12-13,Ocasional
3177,204957945,Raúl,Posada Fierro,N,1975-03-29,barbaranazario@example.com,397.531.7528,,,Frecuente
3178,320604811,José Manuél,Camarillo Escalante,M,1977-03-22,florenciaaltamirano@example.net,(002)593-7581x83500,,,VIP
3179,524771986,Dulce María,Colunga Valentín,M,1991-07-22,ajaramillo@example.net,975-784-2351x8026,1,2023-02-01,VIP
3180,755751422,Hugo,Durán Carranza,N,1973-08-10,rocio28@example.net,416-344-7792x7969,1,2024-12-25,Frecuente
3181,784519424,Elvia,Corona Adame,F,1991-05-07,jose-carlos15@example.net,704-533-0434x94815,,,VIP
3182,944975286,Raquel,Valenzuela Segura,N,1998-06-10,juliosevilla@example.com,(433)731-4029,2,2023-01-25,VIP
3183,456732712,Alejandra,Gaytán Almonte,M,2002-11-07,trejobernabe@example.net,+39(1)1140755978,1,2023-07-10,Ocasional
3184,627959031,Marco Antonio,de la Garza Becerra,M,1983-01-02,qgalvan@example.net,(430)534-4755,,,Ocasional
3185,931547975,Alejandra,Serrato Cordero,M,1951-05-26,perlacolunga@example.net,881-613-7195x88073,1,2025-11-04,Frecuente
3186,546547057,Claudio,Rubio Casas,N,1985-01-09,juan35@example.com,(284)686-3872,2,2024-10-07,Ocasional
3187,961607845,Amelia,Fuentes de la Crúz,M,2000-11-13,ofeliagarica@example.org,704-943-2740,2,2022-02-03,Frecuente
3188,495996581,Cristobal,Ojeda Morales,M,1986-03-25,paulina59@example.org,580-233-1081,2,2022-06-17,Ocasional
3189,671937489,Natalia,Moreno Lemus,F,1967-05-05,melgaraurelio@example.com,882.737.4909,,,Ocasional
3190,167033788,Renato,Huerta Lemus,F,1994-12-07,ibustos@example.net,03240621461,,,Ocasional
3191,878522019,Esther,Gálvez Montoya,N,1963-05-22,marcela33@example.com,+25(5)5634814157,,,Frecuente
3192,249988266,María Elena,Carranza Valdez,M,1961-01-05,rasconfidel@example.net,239-665-2851,,,Frecuente
3193,812152075,Timoteo,Huerta Caraballo,N,1987-08-13,sepulvedadolores@example.com,574-565-9925,3,2023-04-24,Frecuente
3194,639114087,Aida,Saavedra Portillo,N,1998-10-04,esperanzaroldan@example.net,643.537.1214,4,2022-01-12,Ocasional
3195,112626907,Laura,Guerrero Avilés,N,1967-02-11,pbalderas@example.org,583.042.8632x3102,,,Frecuente
3196,033649185,Karina,Muñoz Maya,F,1979-04-21,elerma@example.com,(493)667-3521x60834,2,2022-12-25,Frecuente
3197,780671182,Amalia,de la Crúz Sarabia,N,2003-02-26,xlemus@example.org,393.496.4793x5395,4,2022-07-26,VIP
3198,036425407,Julio,Dávila Cantú,F,1974-08-05,guillermo26@example.org,(718)892-6701x361,1,2022-09-11,Ocasional
3199,512271730,Rodolfo,Caballero Paz,M,1971-12-15,oquinones@example.org,177-594-1447,,,VIP
3200,198256959,Mauro,Domínguez Alva,N,1960-10-19,jacinto33@example.com,697.916.2762x43960,2,2023-10-12,Frecuente
3201,017780807,Karla,García Arellano,N,2002-02-06,riverorolando@example.net,(338)917-8735,1,2022-01-01,Frecuente
3202,346978860,Lourdes,García Escalante,F,1972-02-22,cardonanadia@example.com,(162)698-7735x1059,,,Ocasional
3203,763765978,María Teresa,Galindo Luna,F,1986-06-23,lilia85@example.org,+94(7)9479293616,1,2022-08-10,Frecuente
3204,382144061,Lilia,Corrales Arevalo,M,1977-01-23,ivela@example.net,863-677-6396x635,,,Ocasional
3205,510239600,Carolina,Roldán Griego,N,1966-11-27,balba@example.com,504.084.1383,,,Ocasional
3206,171652436,Mónica,Vela Ávalos,N,1961-04-30,barrazamaria-luisa@example.com,820-790-7798,,,VIP
3207,336478490,Omar,Padilla Castañeda,M,1991-08-15,jose-luispedroza@example.net,06640280280,,,Ocasional
3208,687009432,Clemente,de la Rosa Duarte,N,1964-10-23,guadalupe66@example.org,1-651-758-6662x65704,4,2022-03-31,Frecuente
3209,413454541,Esteban,Tovar Tamayo,M,1955-06-14,elsavasquez@example.org,1-840-991-2691,,,Ocasional
3210,165300408,María Eugenia,Palacios Hernández,N,1972-12-09,marisol74@example.org,1-359-840-7054x720,3,2024-06-03,Frecuente
3211,713556003,Silvano,Cepeda Prieto,N,2004-09-17,julia52@example.net,(794)718-9166x807,,,Frecuente
3212,524064640,Esther,Carrero Arredondo,F,1963-01-23,betancourtmarisol@example.net,766.002.2003x642,1,2023-10-05,Ocasional
3213,829312261,Esteban,Segura de la Crúz,N,1990-09-15,felixmontalvo@example.com,(209)412-4562,2,2022-08-30,Frecuente
3214,079956032,Tania,Cardona Cordero,N,1996-12-22,de-la-ojorge-luis@example.com,094-113-9654x52551,3,2022-04-17,VIP
3215,384780876,María,Ordóñez Maya,N,1981-01-05,ovalencia@example.com,(950)926-2897,3,2025-12-20,Ocasional
3216,963895816,José Eduardo,Salas Corral,N,1983-05-18,espinosaberta@example.com,1-306-143-2885x89947,1,2023-01-09,Frecuente
3217,728885282,Alfredo,Zapata Verduzco,F,1961-10-14,pedrozarufino@example.net,818.923.7104x49071,2,2025-07-02,VIP
3218,635481998,Víctor,Cantú Garica,F,1969-09-12,bhernandes@example.net,068.878.5803x9127,3,2025-08-17,VIP
3219,357346328,Maximiliano,Archuleta Miramontes,M,1999-01-06,yuridiatoro@example.net,518.953.4297x039,1,2022-01-28,Ocasional
3220,997511185,María Teresa,Salcido Fierro,N,1975-05-01,noeliaacosta@example.org,143-269-4410,1,2022-06-21,Frecuente
3221,483832680,Gabino,Cepeda Flórez,N,1976-07-02,adelaaponte@example.net,(865)862-3348x78193,,,Ocasional
3222,258032483,Héctor,de la Fuente Cabán,F,1986-03-09,linaresmarcela@example.net,(675)732-5141,,,Ocasional
3223,237426961,Isabela,Perea Barrios,N,2005-03-24,fespinal@example.org,321-979-2476,4,2024-07-25,Frecuente
3224,213889367,Camila,Ríos Lara,F,1986-01-24,gilitzel@example.net,1-300-568-4172x73406,2,2024-02-24,Frecuente
3225,351105455,Raúl,Salas Mendoza,N,1966-06-24,camilo32@example.com,1-015-089-2298,4,2022-11-13,Frecuente
3226,224953315,Eloy,Armendáriz Villanueva,F,2003-09-11,clementebenitez@example.org,1-704-503-8607,3,2022-05-22,Ocasional
3227,426491999,Daniel,Lugo Esquibel,F,1984-05-15,partidaclara@example.net,1-345-129-5197x285,2,2023-08-03,Ocasional
3228,732987068,Isabela,Torres Olivera,N,1982-07-11,hguardado@example.com,+27(8)6348765612,1,2025-07-09,Ocasional
3229,618358396,Olga,Baca Paredes,F,1990-07-14,ilse21@example.org,+95(3)1615667859,1,2023-02-22,Ocasional
3230,882125414,María,Cantú Galarza,N,2006-04-14,antonia12@example.net,881-042-3852,4,2024-03-04,VIP
3231,734490970,Flavio,Raya Pabón,F,1964-03-30,jorge45@example.org,554-885-9806x9043,2,2025-09-26,Frecuente
